frame,frameTime,fps,cpuFrameTime,mainThreadTime,gpuFrameTime,drawCalls,batches,setPassCalls,triangles,gcAlloc,totalMemory,vramUsage,shadowCasters,savedByBatching
44,248.966902494431,4.01659815011905,0,249.237,252.020736,66080,57836,228,1328871653,0.061030387878418,7397.19206428528,3523.04046344757,44758,0
45,244.54890191555,4.08916168572832,0,248.8166,251.864064,70873,61713,228,1348534526,0.0587186813354492,7406.14706802368,3523.10134601593,43515,0
46,244.036793708801,4.09774274117557,0,244.5962,249.156608,67546,58011,224,1261899267,0.061030387878418,7397.39004707336,3523.05579853058,42141,0
47,238.107904791832,4.19977657135852,0,243.4434,248.30976,64422,55202,228,1275721250,0.0587186813354492,7407.13436317444,3523.1605348587,40611,0
48,233.644902706146,4.27999921426787,0,238.3171,244.165632,64230,55211,234,1242167965,0.061030387878418,7397.58511161804,3523.11881732941,39027,0
49,230.511501431465,4.33817832858686,0,232.8664,243.659776,63037,54300,238,1272924033,0.0587186813354492,7397.73473548889,3523.22738361359,37331,0
50,224.721297621727,4.4499565042709,0,230.5697,237.75232,58630,49562,240,1175128745,0.061030387878418,7398.63783454895,3523.18183612823,35567,0
51,219.377502799034,4.5583525532063,0,224.2119,233.295872,58369,50695,244,1196062876,0.0587186813354492,7409.61821365356,3523.25996112823,33627,0
52,210.379600524902,4.75331257167984,0,219.425,230.162432,56789,49857,248,1165298006,0.061030387878418,7399.06481170654,3523.24485492706,31302,0
53,202.400296926498,4.94070421429841,0,209.7045,224.372736,54024,47565,236,1060892923,0.0587186813354492,7399.25312423706,3523.35342121124,28819,0
54,196.187108755112,5.09717486712258,0,202.6183,219.052032,49847,40865,235,985240306,0.0608854293823242,7399.35625267029,3523.30774021149,27216,0
55,193.491503596306,5.16818558651736,0,195.7369,210.045952,51639,45171,237,990958406,0.0585737228393555,7399.44780731201,3523.41617298126,26424,0
56,193.332493305206,5.17243626719974,0,194.4408,202.0864,49209,41433,237,1032062321,0.0609807968139648,7399.50647544861,3523.41617298126,25714,0
57,192.962110042572,5.18236455737023,0,192.4149,195.620864,50177,43663,234,1020795695,0.0587186813354492,7399.63230514526,3523.47919178009,25038,0
58,190.851703286171,5.23967029259654,0,192.9815,193.470464,47975,40629,226,963957125,0.0608358383178711,7399.6530456543,3523.43351078033,24334,0
59,188.19560110569,5.31362047850631,0,190.9423,193.068032,48217,41250,225,990701213,0.0586118698120117,7399.84792709351,3523.55958271027,23578,0
60,186.935991048813,5.34942465808459,0,187.9514,192.636928,46556,39479,225,913577604,0.0608358383178711,7399.86985778809,3523.51390171051,22834,0
61,185.028597712517,5.40456995493055,0,186.6609,190.583808,46771,39154,225,926016524,0.0585737228393555,7400.01165008545,3523.62233448029,22052,0
62,182.968899607658,5.4654097070284,0,184.1094,187.937792,45418,38977,219,934999720,0.0608358383178711,7400.06593322754,3523.62233448029,21370,0
63,182.638511061668,5.47529649791301,0,183.1032,186.611712,44519,37658,218,925475642,0.0585737228393555,7400.14841079712,3523.68508625031,20724,0
64,180.965602397919,5.52591203383025,0,183.415,184.64256,44239,38952,208,941633576,0.0608358383178711,7400.02731323242,3523.63940525055,20098,0
65,176.93629860878,5.65175155048925,0,180.0066,182.747136,44119,38717,207,899041817,0.0732526779174805,7408.46323108673,3523.71753025055,19483,0
66,175.285398960114,5.70498173796867,0,177.2994,182.088704,42077,36433,198,876034041,0.0608358383178711,7400.18748092651,3523.70215702057,18908,0
67,172.814100980759,5.78656483657743,0,175.0445,180.967424,42311,36752,199,867829577,0.0585737228393555,7400.35400009155,3523.81058979034,18439,0
68,172.967806458473,5.78142268480513,0,172.9417,176.697344,40458,34850,207,849929255,0.0608739852905273,7400.39964294434,3523.76490879059,17988,0
69,171.517804265022,5.83029851790104,0,172.1354,174.947328,41344,36160,207,893157647,0.0701627731323242,7400.57261657715,3523.87334156036,17511,0
70,170.488998293877,5.86548111612617,0,171.691,172.460032,39145,33902,210,819395154,0.0608739852905273,7400.60519599915,3523.82766056061,17099,0
71,169.233292341232,5.90900281005972,0,170.0156,172.74368,38153,31983,221,797206375,0.0586118698120117,7400.730052948,3523.93227481842,16663,0
72,166.22069478035,6.01609806361018,0,169.345,171.254784,32843,31268,215,795134524,0.0608739852905273,7400.78421592712,3523.89041233063,16182,0
73,161.750093102455,6.1823766578396,0,165.999,170.235904,37060,32052,217,840663690,0.0586118698120117,7400.94086265564,3523.9988451004,15778,0
74,155.778810381889,6.41935830392154,0,161.1583,169.028608,35168,30261,217,735684725,0.0607290267944336,7410.22167682648,3523.9988451004,15388,0
75,153.617292642593,6.50968379143749,0,156.2184,166.022144,35932,30889,218,783564619,0.058466911315918,7401.16515541077,3524.06132984161,15054,0
76,150.332808494568,6.65190792358631,0,153.2045,161.483776,35739,31547,211,793031505,0.0608739852905273,7401.26741981506,3524.09377384186,14697,0
77,147.699296474457,6.7705129534787,0,149.9361,155.588608,35379,31247,215,769298512,0.058466911315918,7401.34846115112,3524.12394809723,14456,0
78,145.104795694351,6.89157098643659,0,147.5873,153.399296,33252,28470,225,665981965,0.060643196105957,7401.36728286743,3524.07813358307,14178,0
79,141.51519536972,7.06637896649484,0,145.056,150.131712,33400,28815,221,713054171,0.058466911315918,7401.51933288574,3524.18643283844,13931,0
80,135.726898908615,7.367736300181,0,141.3464,147.46624,32438,27663,216,698482990,0.0583314895629883,7401.59024620056,3524.21280002594,13693,0
81,131.842896342278,7.58478482908854,0,135.6765,144.909312,32080,27755,215,690914853,0.0607786178588867,7401.6595993042,3524.21856021881,13480,0
82,132.441312074661,7.55051414347412,0,131.3706,141.237248,31533,27179,215,670108318,0.0583314895629883,7410.95398902893,3524.24891757965,13285,0
83,134.645700454712,7.42689886585981,0,132.3687,135.532544,30843,26401,212,712793961,0.0584287643432617,7401.63935470581,3524.30926609039,13083,0
84,132.356703281403,7.55534079655873,0,134.6649,131.639296,30342,26131,215,638097081,0.060643196105957,7401.5408744812,3524.26345157623,12890,0
85,130.65031170845,7.65401924360905,0,132.1821,132.221951,30238,26066,214,643263817,0.058466911315918,7401.70636749268,3524.3717508316,12671,0
86,128.377288579941,7.78953980927318,0,130.3965,134.452224,28076,23687,215,633659309,0.0583314895629883,7401.78823852539,3524.40192508698,12462,0
87,123.888902366161,8.07174800083738,0,128.3069,132.166655,29104,25623,218,624706903,0.0615377426147461,7401.85807037354,3524.40192508698,12303,0
88,124.922700226307,8.00495024673998,0,124.0112,130.492415,28415,23834,218,619630957,0.058293342590332,7401.97878646851,3524.46440982819,12169,0
89,118.583001196384,8.43291188375227,0,124.6995,128.13824,28566,25199,203,606804064,0.058466911315918,7410.83204460144,3524.46440982819,11954,0
90,115.264199674129,8.67572067326335,0,118.5376,123.73504,27248,23099,206,567673592,0.060643196105957,7402.09510421753,3524.4487695694,11748,0
91,114.804103970528,8.71049000353436,0,114.8331,124.739584,27060,23405,203,583296805,0.058466911315918,7402.24505615234,3524.55706882477,11574,0
92,112.690202891827,8.87388587772726,0,114.449,118.157312,26199,22457,201,549805271,0.0583314895629883,7402.34003448486,3524.58724308014,11386,0
93,112.620696425438,8.87936260154512,0,112.872,115.336192,26362,23350,210,610189587,0.0607786178588867,7402.36940765381,3524.54142856598,11216,0
94,112.409703433514,8.8960291634562,0,112.3449,114.6368,24785,20758,210,554754081,0.0583314895629883,7402.52225112915,3524.64972782135,11046,0
95,110.901802778244,9.01698597271291,0,112.5141,112.538624,25335,22397,209,544543644,0.0584287643432617,7402.60885238647,3524.67990207672,10861,0
96,108.5254997015,9.21442428508052,0,110.6962,112.423936,24699,21546,194,552689308,0.0606050491333008,7402.6145362854,3524.63408756256,10681,0
97,109.210602939129,9.15662008163597,0,108.1012,112.228352,23577,20033,194,526227888,0.058466911315918,7402.78103637695,3524.74238681793,10463,0
98,102.676801383495,9.73929832762344,0,109.5738,110.76096,22655,19293,194,507645125,0.0583314895629883,7402.84931945801,3524.7725610733,10257,0
99,101.229101419449,9.87858220588603,0,102.2245,108.362752,23217,20086,194,506220385,0.0607786178588867,7402.85321044922,3524.72674655914,10087,0
100,99.9898016452789,10.0010199394892,0,101.1263,109.058048,22655,19665,198,493642029,0.0581941604614258,7402.97589111328,3524.83491230011,9949,0
101,99.9035984277725,10.0096494594534,0,100.0071,102.540288,22697,20179,198,508230012,0.0583295822143555,7411.62323665619,3524.8611574173,9836,0
102,99.5229929685593,10.0479293294155,0,99.9586,101.090304,21440,18534,194,470087466,0.060338020324707,7403.11809062958,3524.81887149811,9672,0
103,99.431000649929,10.0572255480033,0,99.7364,99.807232,21627,18957,195,488887895,0.0581426620483398,7403.14863300323,3524.84877872467,9544,0
104,98.6094996333122,10.1410107922521,0,98.7088,99.74272,20333,17232,200,472154547,0.0580682754516602,7412.01456832886,3524.92690372467,9415,0
105,98.1748998165131,10.1859029331222,0,99.0612,99.349504,20275,16979,195,473681333,0.0581045150756836,7403.42343044281,3524.98293399811,9304,0
106,98.6910983920097,10.1326261060335,0,97.536,99.064832,20578,18025,196,521477730,0.0602006912231445,7403.47892093658,3525.01862812042,9174,0
107,95.0040966272354,10.5258618891317,0,98.7818,98.71872,20242,17567,199,481380162,0.0580549240112305,7403.54771137238,3525.04840183258,9080,0
108,92.3763066530228,10.825286658798,0,94.7981,98.029568,19427,16273,191,449175437,0.0579195022583008,7403.34333133698,3525.07817554474,8964,0
109,92.5844982266426,10.8009442093864,0,92.3453,98.562048,20184,17827,192,472071212,0.0579671859741211,7403.42329120636,3525.1079492569,8857,0
110,87.4902009963989,11.4298514417764,0,92.4748,94.876672,19217,16334,188,435367442,0.0602807998657227,7412.28585910797,3525.1079492569,8727,0
111,85.9647020697594,11.6326815067481,0,87.4846,92.244992,19659,17534,194,400584761,0.0579671859741211,7403.54897594452,3525.16843128204,8634,0
112,84.9190950393677,11.7759144693712,0,85.9326,92.440576,18764,15916,195,412826065,0.0579195022583008,7403.59225940704,3525.19940662384,8561,0
113,81.5001949667931,12.2699092978544,0,84.8894,87.335936,19136,16897,193,386464190,0.0580549240112305,7412.46161746979,3525.19940662384,8454,0
114,81.1040997505188,12.3298329317021,0,81.3341,85.798912,18451,16182,193,360276024,0.0602312088012695,7412.16928291321,3525.231133461,8341,0
115,80.3714022040367,12.4422365739163,0,80.7367,84.753408,18375,16038,188,363252077,0.0579671859741211,7403.83965778351,3525.29086399078,8247,0
116,80.7507038116455,12.383792992474,0,80.301,81.385472,18048,15737,183,369453972,0.0579690933227539,7403.91711521149,3525.32063770294,8158,0
117,80.4741978645325,12.4263431824865,0,80.8776,80.982016,17380,14920,183,375706820,0.0579671859741211,7403.99520587921,3525.3504114151,8077,0
118,78.8685008883476,12.6793331778384,0,80.7353,80.252928,17681,15428,181,347746872,0.0601930618286133,7403.99385166168,3525.30419635773,8031,0
119,78.3380940556526,12.7651816406152,0,78.4681,80.37888,17284,14776,184,348552872,0.0580549240112305,7404.15808963776,3525.41209506989,7967,0
120,78.0986025929451,12.8043264130098,0,78.3428,80.633856,16679,14157,184,299665340,0.0578813552856445,7412.80336093903,3525.44186878204,7878,0
121,78.0102983117104,12.8188203563104,0,77.9658,78.758912,17392,15462,191,376694850,0.0578680038452148,7404.36098957062,3525.4715089798,7799,0
122,77.8938010334969,12.8379920703827,0,78.1835,78.19264,16940,14511,187,367415481,0.0601434707641602,7412.9764957428,3525.4715089798,7752,0
123,77.2252008318901,12.9491408144976,0,77.66,77.974528,17207,15413,189,363013598,0.0578298568725586,7404.51825809479,3525.53292560577,7699,0
124,76.3429030776024,13.0987945137939,0,77.2803,77.910016,16733,14693,185,333278374,0.057744026184082,7412.74828910828,3525.53292560577,7626,0
125,76.183594763279,13.1261855404335,0,76.1684,77.776896,16883,14977,177,365404011,0.0578794479370117,7404.6698846817,3525.59220600128,7545,0
126,75.7819041609764,13.1957623798393,0,76.8076,77.08672,16026,14092,180,358313361,0.0600557327270508,7404.6708612442,3525.5458574295,7490,0
127,76.1510953307152,13.1317874766885,0,75.163,76.20096,16314,14242,179,368933849,0.0578680038452148,7404.81863117218,3525.65362262726,7400,0
128,75.8484974503517,13.1841767947291,0,76.0923,76.05248,15947,13668,182,356314028,0.0577936172485352,7404.90602588654,3525.68326282501,7328,0
129,73.0895027518272,13.6818552917984,0,75.8692,75.63776,15987,13980,177,325851078,0.0871572494506836,7405.01472187042,3525.71290302277,7233,0
130,72.6032927632332,13.7734799888636,0,72.9163,76.000256,15257,13227,175,322008802,0.0600557327270508,7405.04340076447,3525.66655445099,7204,0
131,71.0907056927681,14.0665364094385,0,72.45,75.691008,15460,13291,178,327941985,0.0578317642211914,7405.18741703033,3525.77431964874,7135,0
132,69.9964985251427,14.286428908166,0,70.985,73.014272,15301,13171,176,334058545,0.0578680038452148,7412.79763507843,3525.80385684967,7083,0
133,69.8069036006927,14.3252307210211,0,69.9931,72.484864,15459,13621,175,320513899,0.057744026184082,7405.29634189606,3525.83360004425,6995,0
134,69.1505968570709,14.4611911603153,0,70.2416,70.979584,15059,13177,174,315792868,0.0578317642211914,7405.00637149811,3525.863240242,6933,0
135,69.4423019886017,14.40044427335,0,69.1247,69.89824,14948,12973,174,309104875,0.0601415634155273,7404.7202539444,3525.81689167023,6882,0
136,69.0112933516502,14.4903819568263,0,69.2493,69.679104,14827,13117,174,332952254,0.0577821731567383,7404.88000965118,3525.92465686798,6790,0
137,67.5750002264977,14.7983721294592,0,68.767,69.052416,14709,12961,174,318193760,0.0577936172485352,7405.21661472321,3525.95419406891,6729,0
138,66.8566077947617,14.9573846622585,0,67.5891,69.35552,14355,12832,175,308171657,0.0578298568725586,7405.03607654572,3525.98393726349,6688,0
139,65.9448951482773,15.1641760556522,0,66.6423,68.911104,14162,12307,174,306989619,0.0577821731567383,7412.65239048004,3526.01357746124,6655,0
140,66.6439980268478,15.0051021788511,0,65.9973,67.467264,14141,12256,174,315386428,0.0601053237915039,7405.18410587311,3526.04535388947,6596,0
141,66.5020048618317,15.037140640762,0,66.593,66.747392,14158,12442,174,314184223,0.0578680038452148,7405.25170993805,3526.07499408722,6541,0
142,65.6962990760803,15.2215575924899,0,66.6334,65.827839,13796,11820,173,318570130,0.057744026184082,7405.32374668121,3526.10463428497,6498,0
143,65.8420026302338,15.1878733946773,0,65.6254,66.5344,13585,11871,173,317707206,0.057744026184082,7405.40145969391,3526.13427448273,6430,0
144,65.4966980218887,15.2679452583366,0,65.6124,66.38592,13843,9234,174,326307580,0.0577802658081055,7405.47295093536,3526.16378116608,6372,0
145,65.3043016791344,15.3129269326451,0,65.8196,65.616896,13743,12081,174,335190795,0.0600557327270508,7405.47012042999,3526.1174325943,6312,0
146,65.5480995774269,15.2559724301202,0,65.1948,65.713151,13326,11714,173,336144916,0.057744026184082,7405.6213312149,3526.22519779205,6272,0
147,62.9111975431442,15.8954214679224,0,65.2964,65.16736,13340,11698,167,315345454,0.0578680038452148,7412.9918012619,3526.25119876862,6217,0
148,60.3211037814617,16.5779459809442,0,63.2325,65.434624,13311,11814,166,291256948,0.0578317642211914,7405.68220996857,3526.20635318756,6114,0
149,60.2010004222393,16.6110196339957,0,60.259,65.41824,13254,11844,170,291263035,0.057744026184082,7405.83570194244,3526.29849338531,6063,0
150,59.7267001867294,16.7429306637333,0,59.9669,62.778368,12565,10760,174,282524860,0.0601415634155273,7405.84432315826,3526.26776981354,5993,0
151,59.8517991602421,16.7079355011983,0,59.712,60.20608,12741,11089,181,282637711,0.0577821731567383,7405.98289203644,3526.37553501129,5942,0
152,56.4421974122524,17.7172407497891,0,59.7721,60.073984,12745,11059,181,281492419,0.0578317642211914,7406.05014514923,3526.40517520905,5887,0
153,56.6876009106636,17.6405419163168,0,56.6936,59.588608,12650,11069,181,261869796,0.0578680038452148,7406.04917621613,3526.4191904068,5842,0
154,56.0775995254517,17.8324323519971,0,56.7714,59.764736,12207,10611,181,258551482,0.057744026184082,7406.12234973907,3526.46445560455,5772,0
155,54.7461025416851,18.2661404844039,0,55.585,56.3712,12322,10680,180,268052320,0.057744026184082,7405.8972902298,3526.49409580231,5715,0
156,54.2527996003628,18.4322285184581,0,55.0376,56.590336,12172,10586,179,250983136,0.0601911544799805,7405.898686409,3526.44774723053,5662,0
157,52.6304990053177,19.00038986708,0,53.9026,55.964672,12158,10753,178,253180907,0.057744026184082,7406.04439640045,3526.55551242828,5628,0
158,52.751000970602,18.9569862486078,0,52.6999,54.67136,11996,10422,180,242475907,0.0577821731567383,7406.12915897369,3526.56952762604,5590,0
159,51.3445027172565,19.4762817259482,0,52.6646,54.151168,12057,10772,175,244060023,0.0578298568725586,7406.19677829742,3526.61479282379,5528,0
160,51.7876967787743,19.3096056052035,0,51.3942,52.553728,11927,10585,177,259487635,0.0577936172485352,7406.26695156097,3526.64323139191,5488,0
161,51.8248006701469,19.295780920891,0,51.631,52.424704,11927,10665,177,255374855,0.0577821731567383,7414.76613616943,3526.64443302155,5447,0
162,51.8003962934017,19.3048716140301,0,51.696,51.489792,11565,10124,177,266700352,0.0601797103881836,7406.35438632965,3526.62772464752,5411,0
163,51.4853037893772,19.42301834502,0,51.9396,51.694592,11682,10268,176,244124530,0.0577821731567383,7406.49197292328,3526.65736484528,5365,0
164,51.3142980635166,19.4877458668967,0,51.2902,51.741696,11619,10299,177,265941633,0.0577936172485352,7414.51963615417,3526.76513004303,5300,0
165,49.3918024003506,20.2462747136537,0,51.3443,51.699712,11558,10305,167,240122197,0.0578298568725586,7406.56826877594,3526.71664524078,5249,0
166,48.6766025424004,20.5437509556863,0,49.6012,51.391488,10994,9383,166,239310338,0.0576066970825195,7406.71779727936,3526.82427692413,5217,0
167,49.2709949612617,20.2959165080029,0,48.4506,51.231744,11154,9789,167,231312614,0.0576066970825195,7406.79938983917,3526.83815860748,5184,0
168,48.0853021144867,20.7963755248764,0,49.1292,49.267712,10788,9427,165,237248972,0.0599679946899414,7414.14661884308,3526.85591983795,5131,0
169,48.508495092392,20.6149458583562,0,48.851,48.591872,11003,9759,162,235589161,0.0576925277709961,7406.94897556305,3526.89930820465,5072,0
170,48.1428988277912,20.7714953679261,0,48.3256,49.16736,10793,9648,163,253902146,0.0576066970825195,7414.67052459717,3526.91493320465,5018,0
171,47.2595021128654,21.1597658733643,0,47.9236,47.977472,10924,9793,165,235225503,0.0576066970825195,7407.10678958893,3526.97394657135,4966,0
172,47.2696982324123,21.155201691436,0,47.0495,48.410624,10809,9799,165,208379815,0.0822649002075195,7414.85090446472,3526.97394657135,4930,0
173,47.8671975433826,20.8911332043972,0,47.1588,48.0768,10824,9832,168,252195682,0.0577421188354492,7407.24545574188,3526.95483493805,4891,0
174,48.5406033694744,20.6013096373843,0,47.8436,47.14496,10259,9060,166,228703379,0.0576448440551758,7407.3345079422,3527.0468416214,4844,0
175,48.2693947851658,20.7170610787795,0,50.63,47.156224,10491,9229,165,241796529,0.0895347595214844,7407.2552728653,3527.01598453522,4800,0
176,47.0560006797314,21.2512747695266,0,45.9316,47.753216,10267,8879,165,211848473,0.0576066970825195,7414.76883029938,3527.12011051178,4763,0
177,47.2429990768433,21.1671574527571,0,46.9595,48.262144,10204,9221,162,227280008,0.0577306747436523,7407.27549648285,3527.07499790192,4704,0
178,46.5884990990162,21.4645249222274,0,47.4859,48.304128,9817,8390,162,216129983,0.0576562881469727,7407.35828495026,3527.18031024933,4655,0
179,46.7250011861324,21.4018186113346,0,46.481,46.934016,10016,8705,160,236465357,0.0576066970825195,7404.21395587921,3524.00431537628,4611,0
180,47.0871031284332,21.2372376629846,0,46.7009,47.151104,10067,9011,162,224643221,0.0576066970825195,7404.29469203949,3524.04944705963,4568,0
181,46.9553992152214,21.2968054092453,0,47.0223,46.475264,9886,8913,162,226657933,0.0576925277709961,7404.35999774933,3524.06332874298,4517,0
182,43.8551008701324,22.8023646088807,0,47.09,46.650368,9910,8802,157,211400150,0.0599184036254883,7404.35591220856,3524.0324716568,4468,0
183,44.142197817564,22.6540600477782,0,43.7477,46.982144,8886,8818,157,220617042,0.0576562881469727,7404.49956607819,3524.12447834015,4451,0
184,43.7507033348083,22.8567754064971,0,44.6885,46.918656,9776,8639,157,208959201,0.0576448440551758,7404.57651996613,3524.0914850235,4443,0
185,42.844396084547,23.3402753075723,0,43.0427,43.742208,9779,8781,157,187745941,0.0576925277709961,7404.6468744278,3524.19911670685,4411,0
186,42.2483049333096,23.669588675298,0,42.8773,44.061696,9697,8627,160,207617595,0.0576066970825195,7404.72678089142,3524.2286233902,4384,0
187,42.1454943716526,23.727328743179,0,42.2435,43.664384,9755,8784,160,212172378,0.0576066970825195,7404.79389286041,3524.25813007355,4371,0
188,42.6309034228325,23.4571618171342,0,41.9649,42.768384,9584,8433,159,206129832,0.0576562881469727,7404.88184070587,3524.2876367569,4363,0
189,43.1803986430168,23.1586560436195,0,42.7519,42.169344,9588,8597,160,207037824,0.0600042343139648,7404.82741641998,3524.24115467072,4372,0
190,43.3249995112419,23.0813620607317,0,43.1166,42.070016,9783,8767,163,223746747,0.0576066970825195,7404.92865276337,3524.27066135406,4374,0
191,43.4279963374138,23.0266207132952,0,43.5447,42.546176,9582,8491,161,217182594,0.0576066970825195,7404.7264547348,3524.30016803741,4368,0
192,43.0094040930271,23.2507290228214,0,43.4668,43.112448,9492,8470,160,209685746,0.0576448440551758,7404.77706241608,3524.39217472076,4369,0
